"sku","description","price","currency","family","status"
"QNF-9010","Wisenet Q series network Indoor fisheye dome camera, 12MP CMOS sensor, max resolution 3008x3008 @ 30fps, triple codec H.265/H.264/MJPEG with WiseStream II technology, WDR 120dB, business analytics (heatmap and people counting), built-in SD card slot (1x256GB), PoE","1244.5","CAD","Cameras","active"
"XNP-C8303RW","Powered by WN7 PTZ Plus with AI, 6MP @ 30FPS resolution, 5mm~150mm (30x) lens, build in wiper and adaptive Wise IR (200m),  extreme WDR 120dB, Day & Night ICR, H.265, H.264, MJPEG codec support, Analytics events based on AI engine: Object detection (Person/Face/Vehicle/License plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events: Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification (with NW I/O box), Object auto-tracking (Person/Vehicle), Target lock track, BLC, HLC, SSDR, lens heater for water/snow removal, built-in SD card slot (2x512GB), IP66, IK10, NEMA4X, NEMA-TS 2(2.2.7, 2.2.8, 2.2.9),  FIPS 140-2, PoE++/HPoE injector included, Operating Temperature -40°C~+55°C(-40°F ~ +131°F), (Compatible with I/O Box SPM-4210). OnCloud Compatible.","6222.5","CAD","Software and licensing","active"
"XNP-C8253R","Powered by WN7 PTZ Plus with AI, 6MP @ 30FPS resolution, 5mm~125mm (25x) lens, adaptive Wise IR (200m), extreme WDR 120dB, Day & Night ICR, H.265, H.264, MJPEG codec support, Analytics events based on AI engine: Object detection (Person/Face/Vehicle/License plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events: Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification (with NW I/O box), Object auto-tracking (Person/Vehicle), Target lock track, BLC, HLC, SSDR, lens heater for water/snow removal, built-in SD card slot (2x512GB), IP66, IK10, NEMA4X, NEMA-TS 2(2.2.7, 2.2.8, 2.2.9),  FIPS 140-2, PoE++/HPoE injector included, Operating Temperature -40°C~+55°C(-40°F ~ +131°F), (Compatible with I/O Box SPM-4210). OnCloud Compatible.","5829.5","CAD","Software and licensing","active"
"XNP-C8253","Powered by WN7 PTZ Plus with AI, 6MP @ 30FPS resolution, 5mm~125mm (25x) lens, extreme WDR 120dB, Day & Night ICR, H.265, H.264, MJPEG codec support, Analytics events based on AI engine: Object detection (Person/Face/Vehicle/License plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events: Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification (with NW I/O box), Object auto-tracking (Person/Vehicle), Target lock track, BLC, HLC, SSDR, lens heater for water/snow removal, built-in SD card slot (2x512GB), IP66, IK10, NEMA4X, NEMA-TS 2(2.2.7, 2.2.8, 2.2.9),  FIPS 140-2, Power: PoE+, Operating Temperature -40°C~+55°C(-40°F ~ +131°F), (Compatible with I/O Box SPM-4210). OnCloud Compatible.","5502.0","CAD","Software and licensing","active"
"XNP-8250","Powered by WN7, 6MP @ 30FPS resolution, 5mm~125mm (25x) lens, extreme WDR 120dB, Day & Night ICR, H.265, H.264, MJPEG codec support, Intelligent Analytics, Object auto tracking (Person/Vehicle), Target lock track, BLC, HLC, SSDR, built-in SD card slot (2x512GB),  IP66, IK10, NEMA4X, NEMA-TS 2 (2.2.7, 2.2.8, 2.2.9), Power: PoE+, Operating Temperature -40°C~+55°C(-40°F ~ +131°F), (Compatible with I/O Box SPM-4210)","5240.0","CAD","Access","active"
"XNO-C8083R","Powered by WN7, Outdoor Network AI IR Bullet Camera, 6MP resolution @ 30FPS, 4.4~9.3mm(2.1x) (112.1°~47.5°) motorized varifocal lens, Triple codec (H.265/H.264/MJPEG), IR viewable length 40m (131.2ft), USB port for easy installation, Day & Night (ICR), extremeWDR (120dB), DIS with built-in Gyro sensor, Handover, Hard-coated window, Analytics events based on AI engine: Object detection(Person/Face/Vehicle/Licence plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events : Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification, Shock detection, Appear/Disappear, UL CAP certified, P66, IP67, NEMA4X, IK10, Operating temperature: -40°C~+55°C(-40°F ~ +131°F), Power: PoE/12VDC, Metal shielded RJ-45. OnCloud Compatible.","2030.5","CAD","Software and licensing","active"
"XNO-8083R","Powered by WN7, X-Plus series, Outdoor Network AI IR Bullet Camera, 6MP resolution @ 30FPS, 4.4~9.3mm(2.1x) (112.1°~47.5°) motorized varifocal lens, Triple codec (H.265/H.264/MJPEG), IR viewable length 50m (164ft), USB port for easy installation, Day & Night (ICR), extremeWDR (120dB), DIS with built-in Gyro sensor, Handover, Hard-coated window, Analytics events based on AI engine: Object detection(Person/Face/Vehicle/License plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events : Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification, Shock detection, Appear/Disappear, FIPS 140-2, 2x micro SD card (512GB x2), P66, IP67, NEMA4X, IK10, Operating temperature: -50°C~+60°C(-58°F ~ +140°F), Power: PoE+/12VDC, Metal shielded RJ-45. OnCloud Compatible.","2292.5","CAD","Software and licensing","active"
"XNO-8082R","Wisenet 7 X series network IR bullet camera, 6MP @ 30fps, motorized vari-focal lens 3x (2.8~8.4mm), triple codec H.265/H.264/MJPEG with WiseStreamII technology, Extreme WDR, USB and CVBS port for easy installation, advanced video analytics, sound classification and business analytics, high powered IR LEDs range of 131.23', shock detection, audio playback, true D/N, dual SD cards slots, hallway view, HLC, defog detection, DIS (Gyro), 12VDC/24VAC/PoE, IP67/IP66, IK10, Nema 4X, -50°C ~ +60°C (-58°F ~ +140°F). OnCloud Compatible.","2030.5","CAD","Audio and power accessories","active"
"XNV-C8083R","Powered by WN7, Outdoor Network AI IR Vandal Dome Camera, 6MP resolution @ 30FPS, 4.4~9.3mm(2.1x) (112.1°~47.5°) motorized varifocal lens, Triple codec (H.265/H.264/MJPEG), IR viewable length 40m (131.2ft), USB port for easy installation, Day & Night (ICR), extremeWDR (120dB), DIS with built-in Gyro sensor, Handover, Hard-coated dome bubble, Analytics events based on AI engine: Object detection(Person/Face/Vehicle/License plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events : Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification, Shock detection, Appear/Disappear, P66, IP67, NEMA4X, IK10, Operating temperature: -40°C~+55°C(-40°F ~ +131°F), Power: PoE/12VDC, Metal shielded RJ-45. OnCloud Compatible.","2030.5","CAD","Software and licensing","active"
"XNV-8093R","Powered by WN7, X-Plus series, Outdoor Network AI IR Vandal Dome Camera, 6MP resolution @ 30FPS, 10.9~29mm(2.7x) (42°~15°) motorized varifocal lens, Triple codec (H.265/H.264/MJPEG), IR viewable length 70m (229.66ft), USB port for easy installation, Day & Night (ICR), extremeWDR (120dB), DIS with built-in Gyro sensor, Handover, Hard-coated dome bubble, Analytics events based on AI engine: Object detection(Person/Face/Vehicle/License plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events : Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification, Shock detection, Appear/Disappear, FIPS 140-2, 2x micro SD card (512GB x2), P66, IP67, NEMA4X, IK10+, Operating temperature: -50°C~+55°C(-58°F ~ +131°F), Power: PoE+/12VDC, Metal shielded RJ-45. OnCloud Compatible.","2620.0","CAD","Software and licensing","active"
"XNV-8083RZ","Powered by WN7, X-Plus series, Outdoor Network AI IR Vandal Dome Camera, 6MP resolution @ 30FPS, 4.4~9.3mm (4.3x) (113°~47°) motorized varifocal lens, Remote lens adjustment (PTRZ), Triple codec (H.265/H.264/MJPEG), IR Viewable Length: 15m(49.21ft) / 30m(98.43ft) based on scene, USB port for easy installation, Day & Night (ICR), extremeWDR (120dB), DIS with built-in Gyro sensor, Handover, Hard-coated dome bubble, Analytics events based on AI engine: Object detection(Person/Face/Vehicle/License plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events : Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification (with NW I/O box), Shock detection, Appear/Disappear, FIPS 140-2, 2x micro SD card (512GB x2), IP66, IP67, IP6K9K,NEMA4X, IK10+, Operating temperature: -50°C~+55°C(-58°F ~ +131°F), Power: PoE+/12VDC, Metal shielded RJ-45. OnCloud Compatible.","2423.5","CAD","Software and licensing","active"
"XNV-8083RX","Powered by WN7, X-Plus series, Network AI IR Outdoor Camera Module, 6MP resolution @ 30FPS, 4.4~9.3mm(2.1x) (112.1°~47.5°) motorized varifocal lens, Triple codec (H.265/H.264/MJPEG), IR viewable length 50m (164ft), USB port for easy installation, Day & Night (ICR), extremeWDR (120dB), DIS with built-in Gyro sensor, Handover, Hard-coated dome bubble, Analytics events based on AI engine: Object detection(Person/Face/Vehicle/License plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events : Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification, Shock detection, Appear/Disappear, FIPS 140-2, 2x micro SD card (512GB x2), Operating temperature: -50°C~+55°C(-58°F ~ +131°F), Power: PoE+/12VDC, Metal shielded RJ-45. OnCloud Compatible.","1978.1","CAD","Software and licensing","active"
"XNV-8083R","Powered by WN7, X-Plus series, Outdoor Network AI IR Vandal Dome Camera, 6MP resolution @ 30FPS, 4.4~9.3mm(2.1x) (112.1°~47.5°) motorized varifocal lens, Triple codec (H.265/H.264/MJPEG), IR viewable length 50m (164ft), USB port for easy installation, Day & Night (ICR), extremeWDR (120dB), DIS with built-in Gyro sensor, Handover, Hard-coated dome bubble, Analytics events based on AI engine: Object detection(Person/Face/Vehicle/License plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events : Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification, Shock detection, Appear/Disappear, FIPS 140-2, 2x micro SD card (512GB x2), P66, IP67, NEMA4X, IK10+, Operating temperature: -50°C~+55°C(-58°F ~ +131°F), Power: PoE+/12VDC, Metal shielded RJ-45. OnCloud Compatible.","2292.5","CAD","Software and licensing","active"
"XNV-8082R","Wisenet 7 X-plus series network IR vandal outdoor camera, 6MP @ 30fps, motorized vari-focal lens 3x (2.8~8.4mm), triple codec H.265/H.264/MJPEG with WiseStreamII technology, Extreme WDR, USB and CVBS port for easy installation, advanced video analytics, sound classification and business analytics, high powered IR LEDs range of 131.23', shock detection, audio playback, true D/N, dual SD cards slots, hallway view, HLC, defog detection, DIS (Gyro), 12VDC/24VAC/PoE, IP67/IP66/IP6K9K, IK10, Nema 4X, -50°C ~ +60°C (-58°F ~ +140°F). OnCloud Compatible.","2030.5","CAD","Audio and power accessories","active"
"XND-C8083RV","Powered by WN7, Indoor Network AI IR Dome Camera, 6MP resolution @ 30FPS, 4.4~9.3mm(2.1x) (112.1°~47.5°) motorized varifocal lens, Triple codec (H.265/H.264/MJPEG), IR viewable length 40m (131.2ft), USB port for easy installation, Day & Night (ICR), extremeWDR (120dB), DIS with built-in Gyro sensor, Handover, Hard-coated dome bubble, Analytics events based on AI engine: Object detection(Person/Face/Vehicle/License plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events : Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification, Shock detection, Appear/Disappear, IP52, IK08, Operating temperature: -10 °C ~ 50 °C(14°F ~ +122°F), Power: PoE/12VDC. OnCloud Compatible.","1768.5","CAD","Software and licensing","active"
"XND-8093RV","Powered by WN7, X-Plus series, Indoor Network AI IR Dome Camera, 6MP resolution @ 30FPS, 10.9~29mm(2.7x) (42°~15°) motorized varifocal lens, Triple codec (H.265/H.264/MJPEG), IR viewable length 70m (229.66ft), USB port for easy installation, Day & Night (ICR), extremeWDR (120dB), DIS with built-in Gyro sensor, Handover, Hard-coated dome bubble, Analytics events based on AI engine: Object detection(Person/Face/Vehicle/License plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events : Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification, Shock detection, Appear/Disappear, FIPS 140-2, 2x micro SD card (512GB x2), IP52, IK10, Operating temperature: -25 °C ~ 50 °C(-13°F ~ +122°F), Power: PoE+/12VDC, Metal shielded RJ-45. OnCloud Compatible.","2358.0","CAD","Software and licensing","active"
"XND-8083RVX","Powered by WN7, X-Plus series, Network AI IR Indoor Camera Module, 6MP resolution @ 30FPS, 4.4~9.3mm(2.1x) (112.1°~47.5°) motorized varifocal lens, Triple codec (H.265/H.264/MJPEG), IR viewable length 50m (164ft), USB port for easy installation, Day & Night (ICR), extremeWDR (120dB), DIS with built-in Gyro sensor, Handover, Hard-coated dome bubble, Analytics events based on AI engine: Object detection(Person/Face/Vehicle/License plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events : Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification, Shock detection, Appear/Disappear, FIPS 140-2, 2x micro SD card (512GB x2), Operating temperature: -25 °C ~ 50 °C(-13°F ~ +122°F), Power: PoE+/12VDC. OnCloud Compatible.","1978.1","CAD","Software and licensing","active"
"XND-8083RV","Powered by WN7, X-Plus series, Indoor Network AI IR Dome Camera, 6MP resolution @ 30FPS, 4.4~9.3mm(2.1x) (112.1°~47.5°) motorized varifocal lens, Triple codec (H.265/H.264/MJPEG), IR viewable length 50m (164ft), USB port for easy installation, Day & Night (ICR), extremeWDR (120dB), DIS with built-in Gyro sensor, Handover, Hard-coated dome bubble, Analytics events based on AI engine: Object detection(Person/Face/Vehicle/License plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events : Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification, Shock detection, Appear/Disappear, FIPS 140-2, 2x micro SD card (512GB x2), IP52, IK10, Operating temperature: -25 °C ~ 50 °C(-13°F ~ +122°F), Power: PoE+/12VDC. OnCloud Compatible.","2030.5","CAD","Software and licensing","active"
"XND-8082RF","Wisenet 7 X-plus series network IR flush mount camera (plenum), 6MP @ 30fps, motorized vari-focal lens 3x (2.8~8.4mm), triple codec H.265/H.264/MJPEG with WiseStreamII technology, Extreme WDR, USB and CVBS port for easy installation, advanced video analytics, sound classification and business analytics, high powered IR LEDs range of 131.23', shock detection, audio playback, true D/N, dual SD cards slots, hallway view, HLC, defog detection, DIS (Gyro), 12VDC/PoE, IP52, IK10, -25°C ~ +60°C (-13°F ~ +140°F). OnCloud Compatible.","1768.5","CAD","Audio and power accessories","active"
"XND-8082RV","Wisenet 7 X-plus series network IR vandal indoor camera, 6MP @ 30fps, motorized vari-focal lens 3x (2.8~8.4mm), triple codec H.265/H.264/MJPEG with WiseStreamII technology, Extreme WDR, USB and CVBS port for easy installation, advanced video analytics, sound classification and business analytics, high powered IR LEDs range of 131.23', shock detection, audio playback, true D/N, dual SD cards slots, hallway view, HLC, defog detection, DIS (Gyro), 12VDC/PoE, IP52, IK10, -25°C ~ +60°C (-13°F ~ +140°F). OnCloud Compatible.","1768.5","CAD","Audio and power accessories","active"
"XNB-8003","Powered by WN7,  X-Plus series, Box Camera, 6MP resolution @ 30FPS, Triple codec (H.265/H.264/MJPEG), USB port for easy installation, Day & Night (ICR), extremeWDR (120dB), DIS with built-in Gyro sensor, Handover, Analytics events based on AI engine: Object detection(Person/Face/Vehicle/License plate), IVA (Virtual line/Area, Enter/Exit, Loitering, direction, intrusion), Analytics events : Defocus detection, Motion detection, Tampering, Fog detection, Audio detection, Sound classification, Shock detection, Appear/Disappear, FIPS 140-2, 2x micro SD card (512GB x2), Operating temperature: -10 °C ~ 55 °C(14°F ~ +131°F), Power: PoE+/12VDC, Metal shielded RJ-45. OnCloud Compatible.","1375.5","CAD","Software and licensing","active"
"XND-8081REV","Wisenet X powered by Wisenet 5 network IR indoor dome camera with PoE Extender, PoE+ in PoE out, 5MP @30fps, Motorized Varifocal Lens (3.9mm ~9.4mm), triple codec H.265/H.264/MJPEG with WiseStream II technology,WDR 120dB, USB port for easy installation, advanced video analytics and sound classification, true D/N, dual SD card, hallway view, HLC, defog detection, DIS(Gyro), PoE/PoE+ , IP52, IK10, -25°C ~ +60°C (-13°F ~ +140°F)","2096.0","CAD","Cameras","active"
"XNV-8081RE","Wisenet X powered by Wisenet 5 network IR outdoor vandal dome camera with PoE Extender, PoE+ in PoE out, 5MP @30fps, Motorized Varifocal Lens (3.9mm ~9.4mm), triple codec H.265/H.264/MJPEG with WiseStream II technology,WDR 120dB, USB port for easy installation, advanced video analytics and sound classification, true D/N, dual SD card, hallway view, HLC, defog detection, DIS(Gyro), PoE/PoE+ , IP66/IP67/IP6K9K, IK10+, NEMA4X,  -50°C ~ +60°C (-58°F ~ +140°F)","2423.5","CAD","Cameras","active"
"XNV-8081R","Wisenet X series Plus powered by Wisenet 5 IR network outdoor vandal dome camera, modular structure, 5MP @ 30fps, motorized vari-focal lens 2.6x (3.6~9.4mm) (102.5°~38.7°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video analytics, sound classification and business analytics, high powered IR LEDs range of 164', shock detection, audio playback, true D/N, dual SD card, hallway view, HLC, defog detection, DIS (Gyro), 12VDC/PoE, optional 24VAC,  IP67/IP66/IP6K9K, IK10+, Nema 4X, -50°C ~ +60°C (-58°F ~ +140°F), white color, ivory skin included, optional black skin cover","2358.0","CAD","Audio and power accessories","active"
"XND-8081RV","Wisenet X series Plus powered by Wisenet 5 IR network indoor vandal dome camera, modular structure, 5MP @ 30fps, motorized vari-focal lens 2.6x (3.6~9.4mm) (102.5°~38.7°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video analytics, sound classification and business analytics, high powered IR LEDs range of 164', shock detection, audio playback, built-in mic, true D/N, dual SD card, hallway view, HLC, defog detection, DIS (Gyro), 12VDC/PoE, IP52, IK10, white color, ivory skin included, optional black skin cover","2030.5","CAD","Audio and power accessories","active"
"XNV-8081Z","Wisenet X series Plus powered by Wisenet 5 network outdoor vandal dome camera, modular structure, 5MP @ 30fps, motorized vari-focal lens 2.6x (3.6~9.4mm) (102.5°~38.7°), PTRZ, triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video analytics, sound classification and business analytics, shock detection, audio playback, true D/N, dual SD card, hallway view, HLC, defog detection, DIS (Gyro), 12VDC/PoE, optional 24VAC,  IP67/IP66/IP6K9K, IK10+, Nema 4X, -50°C ~ +60°C (-58°F ~ +140°F), white color, ivory skin included, optional black skin cover","2423.5","CAD","Audio and power accessories","active"
"XNF-8010R","Wisenet X powered by Wisenet 5 network indoor fisheye, 6MP CMOS sensor, 2048x2048 @ 30fps, 1.6mm fixed lens (192°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video, sound classification and business analytics, high powered IR LEDs range of 49', simple focus, dual SD card, HLC, defog detection, DIS, 12VDC/PoE","1244.5","CAD","Cameras","active"
"XNF-8010RW","Wisenet X powered by Wisenet 5 network indoor fisheye (white color), 6MP CMOS sensor, 2048x2048 @ 30fps, 1.6mm fixed lens (192°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video, sound classification and business analytics, high powered IR LEDs range of 49', simple focus, dual SD card, HLC, defog detection, DIS, 12VDC/PoE, white color","1244.5","CAD","Cameras","active"
"XNF-8010RV","Wisenet X powered by Wisenet 5 network outdoor vandal fisheye, 6MP CMOS sensor, 2048x2048 @ 30fps, 1.6mm fixed lens (192°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video, sound classification and business analytics, high powered IR LEDs range of 49', simple focus, dual SD card, HLC, defog detection, DIS, 12VDC/PoE, IP66, IK10, -40°C ~ +55°C (-40°F ~ +131°F)","1375.5","CAD","Cameras","active"
"XNF-8010RVM","Wisenet X powered by Wisenet 5 network mobile vandal fisheye, 6MP CMOS sensor, 2048x2048 @ 30fps, 1.6mm fixed lens (192°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video, sound classification and business analytics, high powered IR LEDs range of 49', simple focus, dual SD card, HLC, defog detection, DIS, For Mobile Application (M12 Connector) RJ45 to M12 adapter is NOT included, 12VDC/PoE, IP66, IK10, -40°C ~ +55°C (-40°F ~ +131°F)","1506.5","CAD","Cameras","active"
"XNV-8080RSA","Wisenet X powered by Wisenet 5 network IR stainless steel dome camera, 5MP @30fps, motorized vari-focal lens 2.4x (3.9~9.4mm) (92.1°~38.7°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video analytics and sound classification, high powered IR LEDs range of 164', true D/N, dual SD card, hallway view, HLC, defog detection, DIS, 12VDC/24VAC/PoE, IP67/IP6K9K/ IK10, Nema 4X, IP6K9K,_x000D_ -40°C ~ +55°C (-40°F ~ +131°F)","2882.0","CAD","Cameras","active"
"XNV-A8084R","Powered by WN9, Outdoor Network AI IR Vandal Dome Camera, 5MP resolution @ 30FPS, 3.3~9.3mm (2.8x), (113°~47°) motorized varifocal lens, H.265/H.264/MJPEG codec, IR viewable length 40m (131.2ft), USB-C port for easy installation, Day & Night (ICR), extremeWDR (120dB), Hard-coated dome bubble, DIS with built-in gyro sensor, Handover, AI-based WiseStream, WiseNR Ⅱ (using AI engine), Dynamic privacy mask, IVA events based on AI engine (Motion & Object detection, Line crossing, IVA area, Slip & Fall, Sound classification), Classified object types (Person/Face/Vehicle/License plate), Object attributes (Person: Gender/Top/Bottom clothing color/Bag, Face: Age/Gender/Mask/Glasses, Vehicle: type/color), BestShot, Analytics events (Defocus, Motion, Tampering, Fog, Audio & Shock detection), AI-based business intelligence (People/Vehicle/Crowd counting, Queue management, Heatmap), Secure element with FIPS 140-3 level3, Built-in microSD card slot (Up to 1TB), IP66/IP67, IK10, NEMA 4X, NEMA-TS 2(2.2.7.2-8, 2.2.8, 2.2.9), Operating temp: -40°C~+50°C (-40°F~+122°F), Power: PoE, Metal shielded RJ-45.","1899.5","CAD","Software and licensing","active"
"XNV-8080R","Wisenet X powered by Wisenet 5 network IR outdoor vandal dome camera, 5MP @30fps, motorized vari-focal lens 2.4x (3.9~9.4mm) (92.1°~38.7°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video analytics and sound classification, high powered IR LEDs range of 164', true D/N, dual SD card, hallway view, HLC, defog detection, DIS, 12VDC/24VAC/PoE, IP67, IK10, Nema 4X, -40°C ~ +55°C (-40°F ~ +131°F)","2030.5","CAD","Cameras","active"
"XNV-8020R","Wisenet X powered by Wisenet 5 network IR outdoor vandal dome camera, 5MP @30fps, 3.7mm fixed focal lens (97.5°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video analytics and sound classification and business analytics, high powered IR LEDs range of 98', true D/N, dual SD card, hallway view, HLC, defog detection, DIS, 12VDC/PoE, IP67, IK10 ","1179.0","CAD","Cameras","active"
"XNV-8030R","Wisenet X powered by Wisenet 5 network IR outdoor vandal dome camera, 5MP @30fps, 4.6mm fixed focal lens (77.9°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video analytics and sound classification and business analytics, high powered IR LEDs range of 98', true D/N, dual SD card, hallway view, HLC, defog detection, DIS, 12VDC/PoE, IP67, IK10","1179.0","CAD","Cameras","active"
"XNV-8040R","Wisenet X powered by Wisenet 5 network IR outdoor vandal dome camera, 5MP @30fps, 7mm fixed focal lens (50.7°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video analytics and sound classification and business analytics, high powered IR LEDs range of 98', true D/N, dual SD card, hallway view, HLC, defog detection, DIS, 12VDC/PoE, IP67, IK10","1179.0","CAD","Cameras","active"
"XNO-A8084R","Powered by WN9, Outdoor Network AI IR Vandal Bullet Camera, 5MP resolution @ 30FPS, 3.3~9.3mm (2.8x) (113°~47°) motorized varifocal lens, H.265/H.264/MJPEG codec, IR viewable length 40m (131.2ft), USB-C port for easy installation, Day & Night (ICR), extremeWDR (120dB), Hard-coated dome bubble, DIS with built-in gyro sensor, Handover, AI-based WiseStream, WiseNR Ⅱ (using AI engine), Dynamic privacy mask, IVA events based on AI engine (Motion & Object detection, Line crossing, IVA area, Slip & Fall, Sound classification), Classified object types (Person/Face/Vehicle/License plate), Object attributes (Person: Gender/Top/Bottom clothing color/Bag, Face: Age/Gender/Mask/Glasses, Vehicle: type/color), BestShot, Analytics events (Defocus, Motion, Tampering, Fog, Audio & Shock detection), AI-based business intelligence (People/Vehicle/Crowd counting, Queue management, Heatmap), Secure element with FIPS 140-3 level3, Built-in microSD card slot (Up to 1TB), IP66/IP67, IK10, NEMA 4X, NEMA-TS 2(2.2.7.2-8, 2.2.8, 2.2.9), Operating temp: -40°C~+60°C (-40°F~+140°F), Power: PoE, Metal shielded RJ-45.","1899.5","CAD","Software and licensing","active"
"XNO-8080R","Wisenet X powered by Wisenet 5 network IR outdoor bullet camera, 5MP @30fps, motorized vari-focal lens 2.4x (3.7~9.4mm) (100.2°~38.7°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video analytics and sound classification, high powered IR LEDs range of 164', true D/N, dual SD card, hallway view, HLC, defog detection, DIS, backbox included, 12VDC/24VAC/PoE, IP67, IK10, Nema 4X, -40°C ~ +55°C (-40°F ~ +131°F)","2030.5","CAD","Cameras","active"
"XNO-8020R","Wisenet X powered by Wisenet 5 network outdoor vandal bullet camera, 5MP @30fps, 3.7mm fixed lens (97.5°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video analytics and sound classification and business analytics, high powered IR LEDs range of 98', true D/N, dual SD card, hallway view, HLC, defog detection, DIS, backbox included, 12VDC/PoE, IP67, IK10, Nema 4X","1179.0","CAD","Cameras","active"
"XNO-8030R","Wisenet X powered by Wisenet 5 network outdoor vandal bullet camera, 5MP @30fps, 4.6mm fixed lens (77.9°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video analytics and sound classification and business analytics, high powered IR LEDs range of 98', true D/N, dual SD card, hallway view, HLC, defog detection, DIS, backbox included, 12VDC/PoE, IP67, IK10, Nema 4X","1179.0","CAD","Cameras","active"
"XNO-8040R","Wisenet X powered by Wisenet 5 network outdoor vandal bullet camera, 5MP @30fps, 7mm fixed lens (50.7°), triple codec H.265/H.264/MJPEG with WiseStream II technology, 120dB WDR, USB port for easy installation, advanced video analytics and sound classification and business analytics, high powered IR LEDs range of 98', true D/N, dual SD card, hallway view, HLC, defog detection, DIS, backbox included, 12VDC/PoE, IP67, IK10, Nema 4X","1179.0","CAD","Cameras","active"
